# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PVP01_0003800	PVP01_0003800	PVP01_0003800		0	11	12	309	0	1	0	0	61	0	0	6	11	0	0	2	0	0	0	0	9	244
PVP01_0003810	PVP01_0003810	PVP01_0003810		0	3	12	245	0	1	1	0	176	0	0	3	10	0	0	1	0	0	0	0	2	67
PVP01_0003820	PVP01_0003820	PVP01_0003820		5	15	32	423	0	1	0	0	342	4	0	19	31	0	0	2	0	1	0	0	13	64
PVP01_0003830	PVP01_0003830	PVP01_0003830		14	16	77	727	0	2	0	0	428	13	0	27	75	0	1	9	0	1	0	0	10	279
PVP01_0003840	PVP01_0003840	PVP01_0003840		22	37	113	455	2	1	3	0	50	20	0	22	107	0	0	2	0	0	2	0	37	383
PVP01_0003850	PVP01_0003850	PVP01_0003850		0	4	18	417	0	1	0	0	12	0	0	5	17	0	0	0	0	0	0	0	4	400
PVP01_0003860	PVP01_0003860	PVP01_0003860		12	4	20	88	1	1	3	0	63	12	0	1	15	0	0	0	0	0	0	0	4	24
PVP01_0003870	PVP01_0003870	PVP01_0003870		0	2	2	310	0	0	0	0	63	0	0	0	2	0	0	0	0	0	0	0	2	247
PVP01_0003880	PVP01_0003880	PVP01_0003880		2	4	1	503	0	0	0	0	238	2	0	7	1	0	0	1	0	0	0	0	3	259
PVP01_0003890	PVP01_0003890	PVP01_0003890		23	24	69	284	1	0	2	4	155	14	0	16	63	3	2	2	0	6	0	0	23	119
PVP01_0003900	PVP01_0003900	PVP01_0003900		17	13	57	342	1	1	1	1	143	16	0	3	53	0	0	0	0	2	0	0	13	196
PVP01_0003910	PVP01_0003910	PVP01_0003910		2	13	26	222	0	0	0	0	44	2	0	30	26	0	0	0	0	0	0	0	13	148
PVP01_0003920	PVP01_0003920	PVP01_0003920		1	8	19	89	1	1	0	1	0	0	0	3	16	0	1	0	0	0	0	0	8	87
PVP01_0003930	PVP01_0003930	PVP01_0003930		0	6	12	275	0	0	0	0	271	0	0	5	12	0	0	1	0	0	0	0	5	0
PVP01_0003940	PVP01_0003940	PVP01_0003940		14	9	55	653	2	1	0	2	470	13	0	16	50	0	0	1	0	3	0	0	9	167
PVP01_0003950	PVP01_0003950	PVP01_0003950		26	46	115	590	0	0	3	2	202	20	0	30	110	0	0	3	0	6	0	0	43	361
PVP01_0003960	PVP01_0003960	PVP01_0003960		8	14	31	423	0	0	0	0	36	5	0	10	31	1	0	1	0	1	1	0	14	378
PVP01_0003970	PVP01_0003970	PVP01_0003970		0	0	0	255	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	20
PVP01_0003980	PVP01_0003980	PVP01_0003980		4	15	56	206	0	1	1	0	57	4	0	12	54	0	0	1	0	0	0	0	14	138
PVP01_0003990	PVP01_0003990	PVP01_0003990		0	14	29	217	0	0	0	0	163	0	0	0	29	0	0	0	0	0	0	0	14	54
PVP01_0004000	PVP01_0004000	PVP01_0004000		0	0	0	187	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	86
PVP01_0004010	PVP01_0004010	PVP01_0004010		4	14	13	146	0	2	0	0	43	2	0	14	12	0	1	2	0	1	0	0	12	92
PVP01_0004020	PVP01_0004020	PVP01_0004020		7	13	14	374	0	0	0	1	231	7	0	8	13	0	0	3	0	0	0	0	11	137
PVP01_0004030	PVP01_0004030	PVP01_0004030		5	14	68	228	0	1	1	0	26	4	0	9	66	0	0	1	0	1	0	0	14	193
PVP01_0004040	PVP01_0004040	PVP01_0004040		0	0	0	174	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	26
PVP01_0004050	PVP01_0004050	PVP01_0004050		0	7	11	308	0	0	0	0	168	0	0	4	11	0	0	2	0	0	0	0	5	138
PVP01_0004060	PVP01_0004060	PVP01_0004060		8	13	57	608	0	2	2	1	420	7	0	45	52	0	0	6	0	1	0	0	9	147
PVP01_0004070	PVP01_0004070	PVP01_0004070		13	26	75	711	0	2	1	1	282	10	0	27	71	0	1	0	0	3	0	0	26	403
PVP01_0004080	PVP01_0004080	PVP01_0004080		17	22	67	495	0	1	1	0	168	17	0	20	65	0	0	4	0	0	0	0	20	309
PVP01_0004090	PVP01_0004090	PVP01_0004090		0	0	0	472	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	232
PVP01_0004100	PVP01_0004100	PVP01_0004100		5	11	36	539	1	0	3	1	323	5	0	14	31	0	0	3	0	0	0	0	10	203
PVP01_0004110	PVP01_0004110	PVP01_0004110		6	16	95	284	0	0	0	0	15	2	0	0	95	0	0	0	0	4	0	0	16	269
PVP01_0004120	PVP01_0004120	PVP01_0004120		0	0	0	180	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	160
PVP01_0004130	PVP01_0004130	PVP01_0004130		7	9	57	48	2	2	1	2	13	5	0	3	50	0	0	0	0	2	0	0	9	32
PVP01_0004140	PVP01_0004140	PVP01_0004140		4	2	23	148	0	0	4	2	45	4	0	2	17	0	0	1	0	0	0	0	2	101
PVP01_0004150	PVP01_0004150	PVP01_0004150		4	6	11	88	1	0	0	1	39	4	0	18	9	0	0	0	0	0	0	0	6	31
PVP01_0004160	PVP01_0004160	PVP01_0004160		0	1	5	134	0	0	0	0	89	0	0	0	5	0	0	0	0	0	0	0	1	45
PVP01_0004170	PVP01_0004170	PVP01_0004170		4	4	21	170	0	0	0	0	104	4	0	9	21	0	0	0	0	0	0	0	4	57
PVP01_0004180	PVP01_0004180	PVP01_0004180		31	18	101	142	0	2	3	1	77	26	0	13	95	0	0	1	0	7	0	0	17	53
PVP01_0004190	PVP01_0004190	PVP01_0004190		1	6	23	293	0	0	0	1	38	1	0	1	22	0	0	0	0	0	0	0	6	254
PVP01_0004200	PVP01_0004200	PVP01_0004200		0	2	4	65	0	0	0	0	4	0	0	1	4	0	0	1	0	0	0	0	1	61
PVP01_0004210	PVP01_0004210	PVP01_0004210		0	0	0	33	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	18
PVP01_0004220	PVP01_0004220	PVP01_0004220		0	0	4	44	0	0	2	0	18	0	0	1	2	0	0	0	0	0	0	0	0	25
PVP01_0004230	PVP01_0004230	PVP01_0004230		0	3	11	28	0	0	0	0	14	0	0	1	11	0	0	0	0	0	0	0	3	13
PVP01_0004240	PVP01_0004240	PVP01_0004240		1	3	11	57	0	0	1	0	41	1	0	1	10	0	0	1	0	0	0	0	2	16
PVP01_0004250	PVP01_0004250	PVP01_0004250		0	0	1	99	1	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	56
PVP01_0004260	PVP01_0004260	PVP01_0004260		0	1	0	104	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	1	61
PVP01_0004270	PVP01_0004270	PVP01_0004270		0	0	3	124	0	0	0	0	58	0	0	0	3	0	0	0	0	0	0	0	0	66
PVP01_0004275	PVP01_0004275	PVP01_0004275		0	4	11	78	1	1	0	0	53	0	0	12	9	0	0	1	0	0	0	0	3	14
PVP01_0004280	PVP01_0004280	PVP01_0004280		0	1	0	27	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	11
PVP01_0004290	PVP01_0004290	PVP01_0004290		0	0	0	95	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	9
PVP01_0004300	PVP01_0004300	PVP01_0004300		0	2	2	232	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	2	198
PVP01_0004310	PVP01_0004310	PVP01_0004310		4	6	33	419	0	0	0	0	114	2	0	23	33	0	1	1	0	1	0	0	6	283
PVP01_0004320	PVP01_0004320	PVP01_0004320		10	22	89	564	0	3	2	0	340	9	0	24	84	0	0	1	0	1	0	0	21	201
PVP01_0004330	PVP01_0004330	PVP01_0004330		19	33	155	462	0	4	4	2	265	18	0	18	145	0	0	4	0	1	0	1	29	182
PVP01_0004340	PVP01_0004340	PVP01_0004340		12	25	114	414	0	0	0	0	216	12	0	20	114	0	0	3	0	2	0	0	23	180
PVP01_0004350	PVP01_0004350	PVP01_0004350		2	23	38	725	0	0	0	0	402	2	0	14	38	0	0	6	0	0	0	0	18	314
PVP01_0004360	PVP01_0004360	PVP01_0004360		18	12	65	693	0	1	1	1	292	15	0	35	63	0	0	4	0	3	0	0	11	367
PVP01_0004370	PVP01_0004370	PVP01_0004370		5	17	56	569	0	1	1	0	411	5	0	13	54	0	0	2	0	0	0	0	17	145
PVP01_0004380	PVP01_0004380	PVP01_0004380		0	1	5	374	0	0	0	0	290	0	0	2	5	0	0	1	0	0	0	0	0	83
PVP01_0004390	PVP01_0004390	PVP01_0004390		0	15	34	140	0	0	0	0	51	0	0	2	34	0	0	0	0	0	0	0	15	87
PVP01_0004400	PVP01_0004400	PVP01_0004400		0	1	9	411	0	0	0	0	126	0	0	0	9	0	0	0	0	0	0	0	1	285
PVP01_0004410	PVP01_0004410	PVP01_0004410		4	26	126	217	1	1	3	4	75	4	0	14	117	0	0	2	0	0	0	0	24	130
PVP01_0004420	PVP01_0004420	PVP01_0004420		6	5	21	172	0	0	1	1	75	6	0	0	19	0	0	0	0	0	0	0	5	97
PVP01_0004430	PVP01_0004430	PVP01_0004430		6	13	12	280	1	1	0	0	90	6	0	10	10	0	0	0	0	0	0	0	13	180
PVP01_0004440	PVP01_0004440	PVP01_0004440		20	12	80	304	2	2	1	0	132	16	0	16	75	0	0	1	1	3	0	0	12	156
PVP01_0004450	PVP01_0004450	PVP01_0004450		2	15	23	311	0	0	0	0	235	0	0	8	23	0	0	2	0	2	0	0	14	69
PVP01_0004460	PVP01_0004460	PVP01_0004460		3	15	38	262	0	0	0	1	114	3	0	5	37	0	0	0	0	0	0	0	15	143
PVP01_0004470	PVP01_0004470	PVP01_0004470		3	9	18	258	0	0	0	0	154	2	0	11	18	0	0	1	0	2	0	0	8	94
PVP01_0004480	PVP01_0004480	PVP01_0004480		1	0	3	291	0	0	0	0	146	0	0	0	3	0	0	0	0	1	0	0	0	145
PVP01_0004490	PVP01_0004490	PVP01_0004490		0	2	2	263	0	0	0	0	144	0	0	0	2	0	0	0	0	0	0	0	2	119
PVP01_0004500	PVP01_0004500	PVP01_0004500		10	12	49	198	2	0	0	1	100	9	0	19	46	0	0	1	0	1	0	0	11	80
PVP01_0004510	PVP01_0004510	PVP01_0004510		0	1	1	271	0	0	0	0	212	0	0	0	1	0	0	0	0	0	0	0	1	59
PVP01_0004520	PVP01_0004520	PVP01_0004520		7	13	68	196	0	0	0	0	91	6	0	16	68	0	0	1	0	1	0	0	12	90
PVP01_0004530	PVP01_0004530	PVP01_0004530		0	0	4	354	0	0	0	0	128	0	0	0	4	0	0	0	0	0	0	0	0	226
PVP01_0004540	PVP01_0004540	PVP01_0004540		4	3	32	259	0	2	1	0	94	4	0	4	29	0	0	0	0	0	0	0	3	161
PVP01_0004550	PVP01_0004550	PVP01_0004550		16	7	33	345	1	0	1	1	162	15	0	7	30	0	0	1	1	0	0	0	6	177
PVP01_0004560	PVP01_0004560	PVP01_0004560		6	6	56	420	0	1	1	0	161	5	0	3	54	0	0	0	0	1	0	0	6	256
PVP01_0004570	PVP01_0004570	PVP01_0004570		9	21	55	346	0	0	1	0	171	8	0	32	54	0	0	7	0	0	1	0	18	146
PVP01_0004580	PVP01_0004580	PVP01_0004580		0	0	0	374	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	189
PVP01_0004590	PVP01_0004590	PVP01_0004590		27	9	44	365	1	2	3	0	119	27	0	8	38	0	0	2	0	1	0	0	7	240
PVP01_0004600	PVP01_0004600	PVP01_0004600		5	3	20	463	0	0	1	1	386	5	0	2	18	0	0	0	0	0	0	0	3	75
PVP01_0004610	PVP01_0004610	PVP01_0004610		0	3	2	169	0	0	0	0	101	0	0	2	2	0	0	2	0	0	0	0	1	68
PVP01_0004620	PVP01_0004620	PVP01_0004620		7	3	12	342	0	1	2	0	10	6	0	0	9	0	0	0	0	1	0	0	3	332
PVP01_0004630	PVP01_0004630	PVP01_0004630		9	1	25	481	0	2	0	0	246	7	0	0	23	0	0	0	0	2	0	0	1	235
PVP01_0004640	PVP01_0004640	PVP01_0004640		14	18	54	434	0	1	0	0	180	14	0	8	53	0	0	2	0	0	0	0	16	248
PVP01_0004650	PVP01_0004650	PVP01_0004650		9	18	58	297	0	1	1	0	249	8	0	3	56	0	0	0	0	1	0	0	18	45
PVP01_0004660	PVP01_0004660	PVP01_0004660		0	0	0	157	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	116
PVP01_0004670	PVP01_0004670	PVP01_0004670		13	5	32	270	0	1	0	0	72	12	0	17	31	0	1	0	0	0	0	0	5	182
PVP01_0004680	PVP01_0004680	PVP01_0004680		0	9	12	227	0	0	0	0	226	0	0	1	12	0	0	0	0	0	0	0	9	0
PVP01_0004690	PVP01_0004690	PVP01_0004690		8	22	58	457	0	1	0	0	435	8	0	8	57	0	0	0	0	0	0	0	22	14
PVP01_0004700	PVP01_0004700	PVP01_0004700		9	20	89	614	1	2	1	2	192	8	0	11	83	0	0	3	0	1	0	0	17	414
PVP01_0004710	PVP01_0004710	PVP01_0004710		0	1	8	316	0	1	1	0	123	0	0	3	6	0	0	0	0	0	0	0	1	190
PVP01_0004720	PVP01_0004720	PVP01_0004720		0	0	1	597	0	0	0	0	514	0	0	0	1	0	0	0	0	0	0	0	0	83
PVP01_0004730	PVP01_0004730	PVP01_0004730		6	24	97	666	0	1	3	1	500	6	0	28	92	0	0	5	0	0	0	0	19	143
PVP01_0004740	PVP01_0004740	PVP01_0004740		21	41	121	640	2	2	5	2	105	20	0	18	111	0	0	2	0	1	0	0	39	519
PVP01_0004750	PVP01_0004750	PVP01_0004750		0	7	11	444	0	0	0	0	170	0	0	5	11	0	0	2	0	0	0	0	5	271
PVP01_0004760	PVP01_0004760	PVP01_0004760		7	7	26	325	0	0	0	0	247	7	0	0	26	0	0	0	0	1	0	0	7	78
PVP01_0004770	PVP01_0004770	PVP01_0004770		9	28	45	317	2	0	0	0	149	8	0	18	43	0	1	2	0	1	0	0	26	153
PVP01_0004780	PVP01_0004780	PVP01_0004780		0	11	16	321	0	0	0	0	192	0	0	8	16	0	0	0	0	0	0	0	11	121
PVP01_0004790	PVP01_0004790	PVP01_0004790		0	14	31	305	0	0	0	0	112	0	0	0	31	0	0	0	0	0	0	0	14	193
PVP01_0004800	PVP01_0004800	PVP01_0004800		16	10	55	738	0	0	1	0	496	14	0	31	54	0	1	2	0	1	0	1	8	213
PVP01_0004810	PVP01_0004810	PVP01_0004810		8	16	68	792	0	1	0	1	298	6	0	18	66	0	0	3	0	2	0	0	14	478
PVP01_0004820	PVP01_0004820	PVP01_0004820		9	13	43	506	1	0	1	0	143	7	0	15	41	0	0	6	0	2	0	0	8	353
PVP01_0004830	PVP01_0004830	PVP01_0004830		0	6	11	342	0	0	0	0	233	0	0	20	11	0	0	0	0	0	0	0	6	89
PVP01_0004840	PVP01_0004840	PVP01_0004840		17	10	56	366	3	1	1	1	158	17	0	22	50	0	0	4	0	0	0	0	6	190
PVP01_0004850	PVP01_0004850	PVP01_0004850		1	4	24	309	0	1	1	0	237	0	0	0	22	0	0	0	0	1	0	0	4	72
PVP01_0004860	PVP01_0004860	PVP01_0004860		0	0	0	151	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	39
PVP01_0004870	PVP01_0004870	PVP01_0004870		0	1	2	175	0	0	0	0	68	0	0	0	2	0	0	0	0	0	0	0	1	107
PVP01_0004880	PVP01_0004880	PVP01_0004880		6	1	8	449	0	0	1	1	320	6	0	8	6	0	0	1	0	0	0	0	1	121
PVP01_0004890	PVP01_0004890	PVP01_0004890		7	18	64	424	0	0	0	0	198	6	0	20	64	0	1	4	0	0	0	0	16	209
PVP01_0004900	PVP01_0004900	PVP01_0004900		3	11	21	508	0	0	0	0	313	3	0	10	21	0	0	0	0	0	0	0	11	185
PVP01_0004910	PVP01_0004910	PVP01_0004910		10	21	57	360	0	3	0	3	178	10	0	20	51	0	0	5	0	0	0	0	18	165
PVP01_0004920	PVP01_0004920	PVP01_0004920		10	36	73	398	1	0	1	0	232	9	0	11	71	0	0	2	0	1	0	0	35	156
PVP01_0004930	PVP01_0004930	PVP01_0004930		3	0	1	161	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	161
PVP01_0004940	PVP01_0004940	PVP01_0004940		0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116
PVP01_0004950	PVP01_0004950	PVP01_0004950		3	4	11	138	1	1	0	0	2	2	0	0	9	0	0	0	0	1	0	0	4	136
PVP01_0004960	PVP01_0004960	PVP01_0004960		4	19	69	203	0	0	0	1	169	4	0	8	68	0	0	0	0	0	0	0	19	26
PVP01_0004970	PVP01_0004970	PVP01_0004970		8	10	34	276	0	1	0	0	159	5	0	0	33	0	0	0	0	3	0	0	10	117
PVP01_0004980	PVP01_0004980	PVP01_0004980		0	4	13	302	0	0	0	1	182	0	0	0	12	0	0	0	0	0	0	0	4	120
PVP01_0004990	PVP01_0004990	PVP01_0004990		5	6	13	259	0	0	0	0	133	5	0	2	13	0	0	2	0	1	0	0	5	125
PVP01_0005000	PVP01_0005000	PVP01_0005000		7	6	57	418	0	3	2	1	259	7	0	10	51	0	0	0	0	0	0	0	6	149
PVP01_0005010	PVP01_0005010	PVP01_0005010		0	6	3	457	0	0	0	2	130	0	0	49	1	0	0	0	0	0	0	0	6	278
PVP01_0005020	PVP01_0005020	PVP01_0005020		8	5	25	414	1	0	0	1	112	8	0	0	23	0	0	0	0	0	0	0	5	302
PVP01_0005030	PVP01_0005030	PVP01_0005030		9	11	38	357	0	0	3	1	276	9	0	4	34	0	0	1	0	1	0	0	10	78
PVP01_0005040	PVP01_0005040	PVP01_0005040		6	17	92	467	0	2	1	0	234	4	0	20	89	0	0	0	0	3	0	0	17	213
PVP01_0005050	PVP01_0005050	PVP01_0005050		0	2	1	546	0	0	0	0	232	0	0	6	1	0	0	2	0	0	0	0	1	309
PVP01_0005060	PVP01_0005060	PVP01_0005060		19	26	83	373	0	2	1	1	189	14	1	21	79	0	0	0	2	3	0	0	25	163
PVP01_0005070	PVP01_0005070	PVP01_0005070		9	23	69	387	0	0	0	0	306	9	0	0	69	0	0	0	0	0	0	0	23	81
PVP01_0005080	PVP01_0005080	PVP01_0005080		5	11	38	273	0	0	0	0	132	4	0	11	38	0	0	0	0	1	0	0	11	130
PVP01_0005090	PVP01_0005090	PVP01_0005090		2	6	21	191	0	0	1	0	78	1	0	5	20	0	0	0	0	1	0	0	6	108
PVP01_0005100	PVP01_0005100	PVP01_0005100		0	0	0	145	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	3
PVP01_0005110	PVP01_0005110	PVP01_0005110		0	0	0	110	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	93
PVP01_0005120	PVP01_0005120	PVP01_0005120		8	11	30	230	0	2	1	1	11	8	0	0	26	0	0	0	0	0	0	0	11	219
PVP01_0005130	PVP01_0005130	PVP01_0005130		15	13	41	422	0	0	0	2	190	15	0	0	39	0	0	0	0	0	0	0	13	232
PVP01_0005140	PVP01_0005140	PVP01_0005140		9	21	35	427	0	0	1	0	255	9	0	0	34	0	0	0	0	0	0	0	21	172
PVP01_0005150	PVP01_0005150	PVP01_0005150		2	5	9	450	0	0	0	0	193	0	0	0	9	0	0	1	0	1	1	0	5	257
PVP01_0005160	PVP01_0005160	PVP01_0005160		7	12	35	637	1	1	0	0	235	6	0	5	33	0	0	0	0	1	0	0	12	397
PVP01_0005170	PVP01_0005170	PVP01_0005170		22	28	120	444	0	0	0	0	198	20	0	4	120	0	0	1	0	2	0	0	27	243
PVP01_0005180	PVP01_0005180	PVP01_0005180		0	0	0	492	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	339
PVP01_0005190	PVP01_0005190	PVP01_0005190		11	5	28	296	2	0	1	0	183	11	0	0	25	0	0	0	0	1	0	0	5	113
PVP01_0005200	PVP01_0005200	PVP01_0005200		14	11	21	193	0	1	1	0	0	14	0	28	19	0	1	4	0	0	0	0	8	169
PVP01_0005210	PVP01_0005210	PVP01_0005210		0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119
PVP01_0005220	PVP01_0005220	PVP01_0005220		4	3	5	196	0	0	0	0	121	3	0	9	5	0	0	2	0	1	0	0	2	67
PVP01_0005230	PVP01_0005230	PVP01_0005230		0	0	3	143	0	0	0	0	71	0	0	0	3	0	0	0	0	0	0	0	0	72
PVP01_0005240	PVP01_0005240	PVP01_0005240		0	0	14	181	0	1	1	0	53	0	0	0	12	0	0	0	0	0	0	0	0	128
PVP01_0005250	PVP01_0005250	PVP01_0005250		11	4	47	266	0	0	0	0	73	11	0	6	47	0	0	0	0	1	0	0	4	187
PVP01_0005260	PVP01_0005260	PVP01_0005260		13	15	56	294	0	0	0	1	154	9	0	13	55	0	1	4	0	4	0	0	12	131
PVP01_0005270	PVP01_0005270	PVP01_0005270		6	1	9	468	0	0	0	0	166	5	0	0	9	0	0	0	0	1	0	0	1	302
PVP01_0005280	PVP01_0005280	PVP01_0005280		29	36	130	235	1	2	0	0	136	27	0	11	127	0	0	1	0	2	0	0	35	89
PVP01_0005290	PVP01_0005290	PVP01_0005290		0	0	1	288	0	0	0	0	102	0	0	1	1	0	0	0	0	0	0	0	0	185
PVP01_0005300	PVP01_0005300	PVP01_0005300		2	9	34	199	0	0	0	0	51	2	0	5	34	0	0	1	0	0	0	0	9	143
PVP01_0005310	PVP01_0005310	PVP01_0005310		4	2	15	265	0	1	0	0	172	4	0	0	14	0	0	0	0	0	0	0	2	93
PVP01_0005320	PVP01_0005320	PVP01_0005320		6	18	48	116	0	1	1	0	49	6	0	2	46	0	0	0	0	0	0	0	18	65
PVP01_0005330	PVP01_0005330	PVP01_0005330		2	7	21	220	0	0	0	1	122	2	0	7	20	0	0	1	0	0	0	0	6	92
PVP01_0005340	PVP01_0005340	PVP01_0005340		2	8	11	142	0	0	0	0	107	2	0	6	11	0	0	1	0	0	0	0	7	30
PVP01_0005350	PVP01_0005350	PVP01_0005350		0	0	0	99	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	92
PVP01_0005360	PVP01_0005360	PVP01_0005360		0	0	1	56	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	6
PVP01_0005370	PVP01_0005370	PVP01_0005370		10	6	13	121	0	0	0	0	120	9	0	0	13	0	0	0	0	2	0	0	6	1
PVP01_0005380	PVP01_0005380	PVP01_0005380		6	5	20	257	0	0	0	1	187	6	0	0	19	0	0	0	0	0	0	0	5	70
PVP01_0005390	PVP01_0005390	PVP01_0005390		11	5	31	278	0	0	1	0	92	11	0	1	30	0	0	2	0	0	0	0	4	186
PVP01_0005400	PVP01_0005400	PVP01_0005400		0	3	3	256	0	0	0	0	134	0	0	2	3	0	0	1	0	0	0	0	2	121
PVP01_0005410	PVP01_0005410	PVP01_0005410		0	4	9	290	1	0	0	0	144	0	0	25	8	0	0	2	0	0	0	0	2	123
PVP01_0005420	PVP01_0005420	PVP01_0005420		1	2	6	291	0	0	0	0	131	1	0	0	6	0	0	0	0	0	0	0	2	160
PVP01_0005430	PVP01_0005430	PVP01_0005430		5	26	73	146	0	0	2	0	47	2	0	9	72	0	0	3	0	3	0	0	24	92
PVP01_0005440	PVP01_0005440	PVP01_0005440		4	2	37	243	1	0	0	0	91	4	0	0	36	0	0	0	0	0	0	0	2	152
PVP01_0005450	PVP01_0005450	PVP01_0005450		3	4	9	283	0	0	0	0	200	2	0	0	9	0	0	0	0	1	0	0	4	83
PVP01_0005460	PVP01_0005460	PVP01_0005460		21	18	81	102	0	0	0	0	8	21	0	2	81	0	0	0	0	0	0	0	18	92
PVP01_0005470	PVP01_0005470	PVP01_0005470		9	14	36	225	2	0	0	0	225	8	0	0	34	0	0	0	0	0	1	0	14	0
PVP01_0005480	PVP01_0005480	PVP01_0005480		0	2	8	415	0	0	0	0	270	0	0	0	8	0	0	0	0	0	0	0	2	145
PVP01_0005490	PVP01_0005490	PVP01_0005490		2	7	21	443	0	0	0	0	185	2	0	0	21	0	0	0	0	0	0	0	7	258
PVP01_0005500	PVP01_0005500	PVP01_0005500		5	17	44	371	2	3	0	1	198	4	0	21	38	0	0	2	0	1	0	0	16	153
PVP01_0005510	PVP01_0005510	PVP01_0005510		5	8	16	457	0	0	0	0	196	4	0	3	16	0	0	1	0	1	0	0	7	259
PVP01_0005520	PVP01_0005520	PVP01_0005520		9	25	98	248	1	0	0	1	145	7	0	16	96	0	0	0	0	3	0	0	25	87
PVP01_0005530	PVP01_0005530	PVP01_0005530		11	3	14	349	1	0	0	0	218	11	0	8	13	0	0	0	0	2	0	0	3	123
PVP01_0005540	PVP01_0005540	PVP01_0005540		0	0	0	211	0	0	0	0	71	0	0	3	0	0	0	0	0	0	0	0	0	137
PVP01_0005550	PVP01_0005550	PVP01_0005550		0	0	0	147	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	73
PVP01_0005560	PVP01_0005560	PVP01_0005560		3	1	1	143	0	0	0	0	77	3	0	0	1	0	0	0	0	1	0	0	1	66
PVP01_0005570	PVP01_0005570	PVP01_0005570		2	12	19	144	0	0	0	2	68	2	0	3	17	0	0	0	0	0	0	0	12	73
PVP01_0005580	PVP01_0005580	PVP01_0005580		5	7	18	167	0	0	0	0	106	5	0	0	18	0	0	0	0	0	0	0	7	61
PVP01_0005590	PVP01_0005590	PVP01_0005590		1	6	21	300	0	0	0	0	198	1	0	2	21	0	0	0	0	0	0	0	6	100
PVP01_0005600	PVP01_0005600	PVP01_0005600		2	10	23	332	0	0	0	0	173	1	0	15	23	0	0	2	0	1	0	0	8	146
PVP01_0005610	PVP01_0005610	PVP01_0005610		6	11	31	513	0	1	0	0	340	3	0	8	30	0	0	2	0	4	0	0	10	166
PVP01_0005620	PVP01_0005620	PVP01_0005620		7	12	26	464	1	0	0	0	256	6	0	8	25	0	0	1	0	1	0	1	11	200
PVP01_0005630	PVP01_0005630	PVP01_0005630		11	2	27	433	3	3	0	1	333	10	0	5	20	0	0	0	0	1	0	0	2	95
PVP01_0005640	PVP01_0005640	PVP01_0005640		1	12	31	120	0	1	0	0	79	0	0	2	30	0	0	0	0	1	0	0	12	39
PVP01_0005650	PVP01_0005650	PVP01_0005650		10	3	25	124	0	2	2	0	14	9	0	4	21	0	0	0	0	1	0	0	3	106
PVP01_0005660	PVP01_0005660	PVP01_0005660		0	1	5	160	0	0	0	0	70	0	0	0	5	0	0	0	0	0	0	0	1	90
PVP01_0005670	PVP01_0005670	PVP01_0005670		0	0	0	192	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	44
PVP01_0005680	PVP01_0005680	PVP01_0005680		8	2	8	124	0	0	0	0	98	8	0	0	8	0	0	0	0	0	0	0	2	26
PVP01_0005690	PVP01_0005690	PVP01_0005690		2	3	17	76	0	0	0	0	46	2	0	0	17	0	0	0	0	0	0	0	3	30
PVP01_0005700	PVP01_0005700	PVP01_0005700		1	6	22	214	0	0	1	0	115	0	0	9	21	0	1	3	0	0	0	0	4	93
