Chromosome	Gene	Start	End	Ratio
LT635621	Plasmodium exported protein, unknown function(PVP01_1033700)	1433461	1434674	1.303258
LT635621	skeleton-binding protein 1, putative(PVP01_1033600)	1427209	1427919	1.125941
LT635621	Plasmodium exported protein, unknown function(PVP01_1033500)	1422299	1423327	1.293571
LT635621	rhoptry-associated protein 2(PVP01_1033400)	1419394	1420596	1.399017
LT635621	anaphase promoting complex subunit, putative(PVP01_1033300)	1414935	1417277	1.257578
LT635621	chromosome assembly factor 1, putative(PVP01_1033200)	1408959	1411781	1.303883
LT635621	conserved protein, unknown function(PVP01_1033100)	1407109	1408530	1.315101
LT635621	vacuolar protein sorting-associated protein 11,putative(PVP01_1033000)	1402259	1406213	1.225790
LT635621	HCNGP-like protein(PVP01_1032900)	1400483	1401367	1.096745
LT635621	protein Mpv17, putative(PVP01_1032800)	1397116	1398801	1.247828
LT635621	conserved Plasmodium protein, unknown function(PVP01_1032700)	1395028	1395984	1.198709
LT635621	merozoite surface protein 8, putative(PVP01_1032600)	1390957	1392420	1.288192
LT635621	conserved Plasmodium protein, unknown function(PVP01_1032500)	1386510	1388015	1.295347
LT635621	conserved Plasmodium protein, unknown function(PVP01_1032400)	1382591	1386332	1.184850
LT635621	conserved Plasmodium protein, unknown function(PVP01_1032300)	1380644	1381886	1.207567
LT635621	DnaJ protein, putative(PVP01_1032200)	1379077	1379610	1.211467
LT635621	mitochondrial inner membrane TIM10 associatedprotein, putative(PVP01_1032100)	1377886	1378467	1.199674
LT635621	50S ribosomal protein L28, apicoplast, putative(PVP01_1032000)	1375229	1376622	1.072972
LT635621	4-diphosphocytidyl-2-C-methyl-D-erythritolkinase, putative(PVP01_1031900)	1373097	1374620	1.323421
LT635621	conserved Plasmodium protein, unknown function(PVP01_1031800)	1368079	1370682	1.249740
LT635621	merozoite surface protein 3(PVP01_1031700)	1362254	1364791	0.673024
LT635621	merozoite surface protein 3(PVP01_1031600)	1358155	1360860	1.236854
LT635621	merozoite surface protein 3(PVP01_1031500)	1354475	1356829	1.791757
LT635621	merozoite surface protein 3(PVP01_1031400)	1349145	1352525	1.793431
LT635621	merozoite surface protein 3(PVP01_1031300)	1345019	1347715	2.774807
LT635621	merozoite surface protein 3(PVP01_1031200)	1340308	1343631	1.187598
LT635621	merozoite surface protein 3(PVP01_1031100)	1337125	1338381	1.176128
LT635621	merozoite surface protein 3(PVP01_1031000)	1332979	1335525	1.045166
LT635621	merozoite surface protein 3(PVP01_1030900)	1330765	1331889	1.057370
LT635621	hypothetical protein(PVP01_1030800)	1326606	1327961	1.034450
LT635621	hypothetical protein(PVP01_1030700)	1324040	1324918	1.105876
LT635621	serine/arginine-rich splicing factor 12,putative(PVP01_1030600)	1320761	1321747	1.148332
LT635621	actin-depolymerizing factor 1, putative(PVP01_1030500)	1314308	1314847	0.781362
LT635621	protein kinase, putative(PVP01_1030400)	1310556	1312934	1.009508
LT635621	myosin B, putative(PVP01_1030300)	1304867	1308631	1.139122
LT635621	60S ribosomal protein L31, putative(PVP01_1030200)	1302679	1303648	1.120723
LT635621	conserved Plasmodium protein, unknown function(PVP01_1030100)	1299326	1301114	1.071052
LT635621	cation transporting P-ATPase, putative(PVP01_1030000)	1291623	1297548	0.993844
LT635621	AN1-like zinc finger family protein(PVP01_1029900)	1289681	1290902	0.921282
LT635621	ATP-dependent RNA helicase DDX27, putative(PVP01_1029800)	1285939	1287889	0.971745
LT635621	conserved Plasmodium protein, unknown function(PVP01_1029700)	1284783	1285920	1.128318
LT635621	ATP-dependent helicase, putative(PVP01_1029600)	1280812	1282974	1.006040
LT635621	conserved Plasmodium protein, unknown function(PVP01_1029500)	1278219	1279913	0.924078
LT635621	2-oxoisovalerate dehydrogenase subunit beta,mitochondrial, putative(PVP01_1029400)	1276087	1277106	0.980588
LT635621	centrosomal protein CEP120, putative(PVP01_1029300)	1269112	1274031	0.846323
LT635621	conserved Plasmodium protein, unknown function(PVP01_1029200)	1254247	1268238	0.912217
LT635621	conserved protein, unknown function(PVP01_1029100)	1250665	1252527	0.663988
LT635621	conserved Plasmodium protein, unknown function(PVP01_1029000)	1242450	1249774	0.838850
LT635621	trafficking protein particle complex subunit 8,putative(PVP01_1028900)	1232998	1240548	0.872161
LT635621	actin-like protein, putative(PVP01_1028800)	1228590	1230410	0.947795
LT635621	UDP-N-acetylglucosamine transporter, putative(PVP01_1028700)	1224465	1226132	0.981924
LT635621	conserved Plasmodium protein, unknown function(PVP01_1028600)	1221691	1223937	0.837304
LT635621	DNA mismatch repair protein MSH6, putative(PVP01_1028500)	1216561	1220421	1.010162
LT635621	conserved Plasmodium protein, unknown function(PVP01_1028400)	1213430	1214323	1.164313
LT635621	conserved Plasmodium protein, unknown function(PVP01_1028300)	1210925	1212589	0.881565
LT635621	small ubiquitin-related modifier, putative(PVP01_1028200)	1208043	1208494	0.855000
LT635621	conserved Plasmodium protein, unknown function(PVP01_1028100)	1204789	1206063	0.609900
LT635621	conserved Plasmodium protein, unknown function(PVP01_1028000)	1203175	1204230	0.887445
LT635621	60S ribosomal subunit protein L24, putative(PVP01_1027900)	1201644	1202587	0.804626
LT635621	TATA-box binding protein, putative(PVP01_1027800)	1199731	1200483	1.061995
LT635621	conserved Plasmodium protein, unknown function(PVP01_1027700)	1198532	1199548	0.821273
LT635621	conserved Plasmodium protein, unknown function(PVP01_1027600)	1196972	1198331	0.711359
LT635621	conserved Plasmodium protein, unknown function(PVP01_1027500)	1183190	1194840	0.853288
LT635621	histone deacetylase, putative(PVP01_1027400)	1181388	1182840	0.860687
LT635621	GTPase-activating protein, putative(PVP01_1027300)	1178035	1180233	0.733721
LT635621	transcription factor 25, putative(PVP01_1027200)	1173650	1177001	0.816269
LT635621	rhomboid protease ROM4, putative(PVP01_1027100)	1171368	1173251	0.899268
LT635621	conserved Plasmodium protein, unknown function(PVP01_1027000)	1169272	1170015	0.582144
LT635621	60S ribosomal protein L4, putative(PVP01_1026900)	1166862	1168097	0.966334
LT635621	subtilisin-like protease 3, putative(PVP01_1026800)	1163295	1165103	0.666627
LT635621	conserved Plasmodium protein, unknown function(PVP01_1026700)	1158953	1161799	0.778700
LT635621	conserved Plasmodium protein, unknown function(PVP01_1026600)	1157836	1158285	1.124395
LT635621	subtilisin-like protease 1(PVP01_1026500)	1154504	1156396	0.885108
LT635621	cell differentiation protein, putative(PVP01_1026400)	1149163	1151568	0.710700
LT635621	nuclear protein localization protein 4,putative(PVP01_1026300)	1146508	1148106	0.811535
LT635621	conserved Plasmodium protein, unknown function(PVP01_1026200)	1139125	1142808	0.664663
LT635621	conserved Plasmodium protein, unknown function(PVP01_1026100)	1137658	1138333	0.667826
LT635621	6-cysteine protein(PVP01_1026000)	1136175	1137242	0.980685
LT635621	SET domain protein, putative(PVP01_1025900)	1129117	1133754	0.807709
LT635621	longevity-assurance (LAG1) protein, putative(PVP01_1025800)	1127013	1128532	0.654870
LT635621	triose phosphate transporter, putative(PVP01_1025700)	1122159	1123193	1.023170
LT635621	transcription factor IIb, putative(PVP01_1025600)	1119388	1120999	0.637074
LT635621	guanidine nucleotide exchange factor, putative(PVP01_1025500)	1112296	1118994	0.699128
LT635621	conserved Plasmodium protein, unknown function(PVP01_1025400)	1110700	1111530	0.605334
LT635621	pre-mRNA-processing ATP-dependent RNA helicasePRP5, putative(PVP01_1025300)	1104501	1108898	0.777956
LT635621	single-strand binding protein, putative(PVP01_1025200)	1102306	1103148	0.876009
LT635621	conserved Plasmodium protein, unknown function(PVP01_1025100)	1091424	1099688	0.725409
LT635621	soluble NSF attachment protein (SNAP), putative(PVP01_1025000)	1089165	1090869	0.720395
LT635621	structural maintenance of chromosomes protein 4,putative(PVP01_1024900)	1081785	1086152	1.024111
LT635621	leucine-rich repeat protein(PVP01_1024800)	1079578	1081312	0.639354
LT635621	conserved Plasmodium protein, unknown function(PVP01_1024700)	1078491	1079181	0.892879
LT635621	RNA polymerase I, putative(PVP01_1024600)	1068818	1077339	0.787372
LT635621	ERCC4 domain-containing protein, putative(PVP01_1024500)	1065739	1067052	0.603417
LT635621	asparagine--tRNA ligase, putative(PVP01_1024400)	1063035	1065290	0.635082
LT635621	conserved Plasmodium protein, unknown function(PVP01_1024300)	1060559	1062801	0.742943
LT635621	phosphatidylinositol 4-kinase, putative(PVP01_1024200)	1053244	1058467	0.757502
LT635621	conserved Plasmodium protein, unknown function(PVP01_1024100)	1051227	1052432	0.800394
LT635621	conserved Plasmodium protein, unknown function(PVP01_1024000)	1047645	1050617	0.803571
LT635621	conserved Plasmodium protein, unknown function(PVP01_1023900)	1039340	1046800	0.664967
LT635621	peptidyl-prolyl cis-trans isomerase, putative(PVP01_1023800)	1029851	1032046	0.951774
LT635621	stripes inner membrane complex protein,putative(PVP01_1023700)	1028050	1029104	1.044140
LT635621	conserved Plasmodium protein, unknown function(PVP01_1023600)	1024613	1025911	0.997520
LT635621	topoisomerase I, putative(PVP01_1023500)	1021490	1024285	1.032522
LT635621	conserved Plasmodium protein, unknown function(PVP01_1023300)	1008341	1009432	1.316184
LT635621	WD repeat-containing protein, putative(PVP01_1023200)	1004218	1007733	1.366432
LT635621	translationally-controlled tumor proteinhomolog, putative(PVP01_1023000)	1000777	1001292	1.509662
LT635621	conserved Plasmodium protein, unknown function(PVP01_1022900)	998799	999405	1.112482
LT635621	stearoyl-CoA desaturase, putative(PVP01_1022800)	994044	996991	1.184328
LT635621	MORN repeat protein, putative(PVP01_1022700)	988894	993212	1.092947
LT635621	conserved Plasmodium protein, unknown function(PVP01_1022600)	984438	986099	0.866579
LT635621	RNA pseudouridylate synthase, putative(PVP01_1022500)	945202	979587	0.892893
LT635621	apical rhoptry neck protein, putative(PVP01_1022400)	944243	944848	0.777304
LT635621	EKC/KEOPS complex subunit CGI121, putative(PVP01_1022300)	941412	942449	0.675138
LT635621	inositol-3-phosphate synthase, putative(PVP01_1022200)	938702	940763	0.920673
LT635621	conserved Plasmodium protein, unknown function(PVP01_1022100)	933596	935608	0.825768
LT635621	prefoldin subunit 6, putative(PVP01_1022000)	931114	932175	0.780976
LT635621	conserved Plasmodium protein, unknown function(PVP01_1021900)	930462	931015	0.706429
LT635621	glutathione synthetase, putative(PVP01_1021800)	928370	930625	0.728004
LT635621	CDK-activating kinase assembly factor, putative(PVP01_1021700)	926609	927391	1.005855
LT635621	conserved Plasmodium protein, unknown function(PVP01_1021600)	923791	924450	0.925986
LT635621	conserved Plasmodium protein, unknown function(PVP01_1021500)	919470	922929	0.796023
LT635621	conserved Plasmodium protein, unknown function(PVP01_1021400)	916537	919441	0.813926
LT635621	ras-related protein Rab-1B, putative(PVP01_1021300)	912112	913699	0.874409
LT635621	orotate phosphoribosyltransferase, putative(PVP01_1021200)	910192	910965	1.208382
LT635621	conserved Plasmodium protein, unknown function(PVP01_1021100)	905141	909112	0.991602
LT635621	AKAP-like protein, putative(PVP01_1021000)	903708	904592	0.904684
LT635621	conserved Plasmodium protein, unknown function(PVP01_1020900)	902153	902968	0.915438
LT635621	conserved Plasmodium protein, unknown function(PVP01_1020800)	900609	901638	0.889461
LT635621	conserved Plasmodium protein, unknown function(PVP01_1020700)	891403	898905	0.754082
LT635621	purine nucleoside phosphorylase, putative(PVP01_1020600)	890071	890808	1.035241
LT635621	GTP-binding protein, putative(PVP01_1020500)	886857	889055	0.816606
LT635621	mitochondrial import inner membrane translocasesubunit TIM16, putative(PVP01_1020400)	884907	885465	0.769137
LT635621	deoxyribodipyrimidine photo-lyase, putative(PVP01_1020300)	881308	884335	0.832155
LT635621	6-cysteine protein(PVP01_1020200)	876065	878529	0.873310
LT635621	ras-related protein Rab-1A, putative(PVP01_1020100)	874174	874797	0.899407
LT635621	conserved Plasmodium protein, unknown function(PVP01_1020000)	872012	873019	0.736385
LT635621	tubulin tyrosine ligase-like protein 1,putative(PVP01_1019900)	869905	871831	0.780018
LT635621	ATP-dependent DNA helicase UvrD, putative(PVP01_1019800)	866068	869394	0.859522
LT635621	conserved Plasmodium protein, unknown function(PVP01_1019700)	861158	863290	0.749882
LT635621	aspartate--tRNA ligase, putative(PVP01_1019600)	857498	860461	0.762212
LT635621	conserved Plasmodium protein, unknown function(PVP01_1019400)	854391	855776	0.842543
LT635621	ribose-5-phosphate isomerase, putative(PVP01_1019300)	852026	853583	0.651717
LT635621	conserved Plasmodium protein, unknown function(PVP01_1019200)	845868	849998	0.911486
LT635621	kinase, putative(PVP01_1019100)	842614	845550	0.772535
LT635621	conserved Plasmodium protein, unknown function(PVP01_1019000)	839824	840906	1.036186
LT635621	pre-mRNA-splicing factor CWC2, putative(PVP01_1018900)	836462	838777	0.731810
LT635621	rhomboid protease ROM9, putative(PVP01_1018800)	833785	835369	0.797709
LT635621	conserved Plasmodium protein, unknown function(PVP01_1018700)	832655	833203	0.507084
LT635621	phosphatidylinositol 3-kinase, putative(PVP01_1018600)	826183	831486	0.817514
LT635621	conserved Plasmodium protein, unknown function(PVP01_1018500)	820958	823743	0.754673
LT635621	amino acid transporter, putative(PVP01_1018400)	817478	820666	0.841780
LT635621	conserved Plasmodium protein, unknown function(PVP01_1018300)	809517	814989	0.780849
LT635621	glideosome-associated protein 40, putative(PVP01_1018200)	807032	808426	0.881713
LT635621	BolA-like protein, putative(PVP01_1018100)	803271	803531	0.999167
LT635621	NLI interacting factor-like phosphatase,putative(PVP01_1018000)	800933	801916	1.105845
LT635621	RAP protein, putative(PVP01_1017900)	795369	798167	0.851941
LT635621	40S ribosomal protein S11, putative(PVP01_1017800)	793360	794326	0.895789
LT635621	tRNA pseudouridine synthase, putative(PVP01_1017700)	789301	790938	0.754635
LT635621	phosducin-like protein, putative(PVP01_1017600)	787751	788827	0.863377
LT635621	major facilitator superfamily domain-containingprotein, putative(PVP01_1017500)	783989	786055	0.767601
LT635621	sporozoite surface antigen MB2, putative(PVP01_1017400)	779143	783261	0.788369
LT635621	ubiquitin carboxyl-terminal hydrolase 2,putative(PVP01_1017300)	771250	776009	0.789274
LT635621	transcription factor with AP2 domain(s),putative(PVP01_1017200)	762252	769580	0.723698
LT635621	60S ribosomal protein L2, putative(PVP01_1017100)	754842	755850	0.865692
LT635621	60S ribosomal protein L12, putative(PVP01_1017000)	751856	752847	0.922511
LT635621	conserved Plasmodium protein, unknown function(PVP01_1016900)	749181	750680	0.986893
LT635621	conserved Plasmodium protein, unknown function(PVP01_1016800)	746556	748226	0.937706
LT635621	serine/arginine-rich splicing factor 1,putative(PVP01_1016700)	743534	744685	1.001963
LT635621	FACT complex subunit SPT16, putative(PVP01_1016600)	735312	738733	1.115900
LT635621	UTP--glucose-1-phosphate uridylyltransferase,putative(PVP01_1016500)	731466	733868	0.870298
LT635621	F-actin-capping protein subunit beta, putative(PVP01_1016400)	729011	729925	1.156827
LT635621	eukaryotic translation initiation factor 3subunit B, putative(PVP01_1016300)	724314	726464	1.070992
LT635621	apicortin, putative(PVP01_1016200)	723094	723813	0.732131
LT635621	transcription factor with AP2 domain(s),putative(PVP01_1016100)	717661	721944	0.843176
LT635621	zinc finger protein, putative(PVP01_1016000)	713772	715578	0.938608
LT635621	conserved Plasmodium protein, unknown function(PVP01_1015900)	710938	712715	0.826065
LT635621	RAP protein, putative(PVP01_1015800)	706249	710039	0.901229
LT635621	SWIB/MDM2 domain-containing protein, putative(PVP01_1015700)	704891	705313	1.038310
LT635621	proteasome subunit beta type-1, putative(PVP01_1015600)	702214	703680	0.723766
LT635621	cyclin, putative(PVP01_1015500)	700487	701212	0.794450
LT635621	ATP-dependent RNA helicase DDX23, putative(PVP01_1015400)	696329	699376	0.829138
LT635621	WD repeat-containing protein 26, putative(PVP01_1015300)	689400	693092	0.936617
LT635621	mRNA-binding protein PUF1, putative(PVP01_1015200)	682482	687693	0.731709
LT635621	secreted ookinete protein, putative(PVP01_1015100)	676400	677879	0.813831
LT635621	conserved Plasmodium protein, unknown function(PVP01_1015000)	673995	675153	0.951945
LT635621	histone RNA hairpin-binding protein, putative(PVP01_1014900)	670946	671944	0.906053
LT635621	50S ribosomal subunit protein L14, putative(PVP01_1014800)	669378	669749	1.044979
LT635621	V-type proton ATPase 16 kDa proteolipid subunit,putative(PVP01_1014700)	667174	668522	0.757577
LT635621	protoheme IX farnesyltransferase, putative(PVP01_1014600)	661944	663584	0.849545
LT635621	40S ribosomal protein S24, putative(PVP01_1014500)	660552	661177	1.218600
LT635621	carbon catabolite repressor protein 4, putative(PVP01_1014400)	649023	657460	0.866184
LT635621	zinc finger protein, putative(PVP01_1014300)	641834	644083	0.959448
LT635621	conserved Plasmodium protein, unknown function(PVP01_1014200)	635690	638986	0.949823
LT635621	EELM2 domain-containing protein, putative(PVP01_1014100)	628613	633143	0.978856
LT635621	conserved Plasmodium protein, unknown function(PVP01_1014000)	622174	623601	1.143687
LT635621	40S ribosomal protein S9, putative(PVP01_1013900)	619483	620570	0.921615
LT635621	protein phosphatase 2C, putative(PVP01_1013800)	613681	616601	0.974964
LT635621	conserved Plasmodium protein, unknown function(PVP01_1013700)	610253	612304	1.035045
LT635621	U6 snRNA-associated Sm-like protein LSm2,putative(PVP01_1013600)	608071	608760	0.633022
LT635621	conserved Plasmodium protein, unknown function(PVP01_1013500)	606404	607375	0.955036
LT635621	phosphomethylpyrimidine kinase, putative(PVP01_1013400)	604304	605269	0.962368
LT635621	bis(5'-nucleosyl)-tetraphosphatase[asymmetrical], putative(PVP01_1013300)	601878	603023	0.972670
LT635621	conserved Plasmodium protein, unknown function(PVP01_1013200)	597621	600533	1.055226
LT635621	conserved Plasmodium protein, unknown function(PVP01_1013100)	589869	595502	1.101415
LT635621	S-adenosyl-L-homocysteine hydrolase, putative(PVP01_1013000)	586966	588399	1.186142
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012900)	584034	586042	1.041924
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012800)	577239	582979	1.045527
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012700)	574734	575774	1.291405
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012600)	569944	574411	1.058604
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012500)	566491	568005	1.213092
LT635621	ribosomal large subunit pseudouridylatesynthase, putative(PVP01_1012400)	564080	565771	1.094015
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012300)	563390	563671	1.079427
LT635621	ATP-dependent RNA helicase DDX1, putative(PVP01_1012200)	558667	561117	1.182545
LT635621	nucleotide binding protein, putative(PVP01_1012100)	554950	557703	0.985192
LT635621	conserved Plasmodium protein, unknown function(PVP01_1012000)	548184	554210	1.109932
LT635621	conserved Plasmodium protein, unknown function(PVP01_1011900)	545487	547030	1.071054
LT635621	conserved Plasmodium protein, unknown function(PVP01_1011800)	542706	544805	1.082043
LT635621	transcription initiation factor TFIID subunit10, putative(PVP01_1011700)	540036	540936	1.150340
LT635621	S-adenosylmethionine-dependentmethyltransferase, putative(PVP01_1011600)	537402	539577	1.057191
LT635621	conserved Plasmodium protein, unknown function(PVP01_1011500)	506935	534326	1.127205
LT635621	50S ribosomal protein L17, apicoplast, putative(PVP01_1011400)	504757	505609	1.111350
LT635621	inner membrane complex protein, putative(PVP01_1011300)	501278	502747	1.187027
LT635621	iron-sulfur assembly protein(PVP01_1011200)	498871	500048	1.059246
LT635621	pre-mRNA-splicing factor BUD31, putative(PVP01_1011100)	497757	498607	0.928907
LT635621	zinc finger protein, putative(PVP01_1011000)	487317	493139	0.980199
LT635621	ABC transporter B family member 1, putative(PVP01_1010900)	478739	483133	1.125266
LT635621	mitochondrial processing peptidase alphasubunit, putative(PVP01_1010800)	475543	477329	1.013434
LT635621	conserved Plasmodium protein, unknown function(PVP01_1010700)	470947	474113	1.146867
LT635621	conserved Plasmodium protein, unknown function(PVP01_1010600)	469806	470527	1.194866
LT635621	DnaJ protein, putative(PVP01_1010500)	464999	466920	1.178480
LT635621	dynein light chain Tctex-type, putative(PVP01_1010400)	462767	464054	0.988279
LT635621	conserved Plasmodium protein, unknown function(PVP01_1010300)	460711	462052	1.257465
LT635621	conserved Plasmodium protein, unknown function(PVP01_1010200)	455618	459603	1.176949
LT635621	transporter, putative(PVP01_1010100)	447965	450148	1.146146
LT635621	conserved Plasmodium protein, unknown function(PVP01_1010000)	444584	445875	1.004408
LT635621	importin-beta 3, putative(PVP01_1009900)	436072	439446	1.103896
LT635621	conserved Plasmodium protein, unknown function(PVP01_1009800)	429772	433433	0.924174
LT635621	conserved Plasmodium protein, unknown function(PVP01_1009700)	428233	429092	0.880665
LT635621	conserved Plasmodium protein, unknown function(PVP01_1009600)	425254	426564	0.969050
LT635621	ribosome-interacting GTPase 1, putative(PVP01_1009500)	422852	423949	1.220230
LT635621	conserved Plasmodium protein, unknown function(PVP01_1009400)	420269	420697	1.030210
LT635621	50S ribosomal protein L12, apicoplast, putative(PVP01_1009300)	418087	418827	1.231786
LT635621	mitochondrial import receptor subunit TOM22,putative(PVP01_1009200)	416328	416750	1.125263
LT635621	ubiquitin fusion degradation protein 1,putative(PVP01_1009100)	411582	414281	1.047109
LT635621	conserved Plasmodium protein, unknown function(PVP01_1009000)	407459	408796	0.952353
LT635621	tRNA-YW synthesizing protein, putative(PVP01_1008900)	403641	406115	1.094347
LT635621	zinc finger protein, putative(PVP01_1008800)	392188	395208	0.888386
LT635621	acyl-CoA synthetase, putative(PVP01_1008700)	385600	387624	1.173203
LT635621	structural maintenance of chromosomes protein 6,putative(PVP01_1008600)	377893	383466	1.048679
LT635621	conserved Plasmodium protein, unknown function(PVP01_1008500)	374837	376393	1.064474
LT635621	G-protein coupled receptor, putative(PVP01_1008400)	369006	370415	1.052091
LT635621	WD repeat-containing protein, putative(PVP01_1008300)	363052	367911	0.997369
LT635621	RNA methyltransferase, putative(PVP01_1008200)	360563	361812	1.089624
LT635621	conserved Plasmodium protein, unknown function(PVP01_1008100)	358817	359679	1.008994
LT635621	inner membrane complex protein 1g, putative(PVP01_1008000)	356001	356906	1.145654
LT635621	NIMA related kinase 2, putative(PVP01_1007900)	352291	354430	0.792890
LT635621	RAP protein, putative(PVP01_1007800)	350162	352159	1.042357
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007700)	347745	348839	1.215352
LT635621	ADP-ribosylation factor GTPase-activatingprotein, putative(PVP01_1007600)	344261	346584	0.990661
LT635621	nucleolar Jumonji domain interacting protein,putative(PVP01_1007500)	341065	342054	1.197375
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007400)	338209	339300	1.120132
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007300)	332755	336537	1.001571
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007250)	329228	329671	1.192377
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007200)	313289	321259	0.988992
LT635621	conserved protein, unknown function(PVP01_1007100)	307222	309309	1.118934
LT635621	conserved Plasmodium protein, unknown function(PVP01_1007000)	305008	305853	1.123712
LT635621	transmembrane emp24 domain-containing protein,putative(PVP01_1006900)	301927	303112	1.046417
LT635621	DNA replication licensing factor MCM3, putative(PVP01_1006800)	298381	301416	1.127843
LT635621	ubiquitin-conjugating enzyme E2 N, putative(PVP01_1006700)	295548	296628	0.983591
LT635621	ubiquitin carboxyl-terminal hydrolase 14,putative(PVP01_1006600)	291412	293684	1.168767
LT635621	methionine aminopeptidase 1a, putative(PVP01_1006500)	287710	289713	0.916796
LT635621	conserved Plasmodium protein, unknown function(PVP01_1006400)	284022	284534	1.134941
LT635621	Hsc70-interacting protein, putative(PVP01_1006300)	279693	281543	1.015510
LT635621	conserved Plasmodium protein, unknown function(PVP01_1006200)	275094	278816	1.002677
LT635621	RNA helicase 1, putative(PVP01_1005900)	267076	269079	1.022787
LT635621	proteasome maturation factor UMP1, putative(PVP01_1005800)	266224	266598	1.000887
LT635621	AP-1 complex subunit beta, putative(PVP01_1005700)	261082	264935	0.969113
LT635621	eukaryotic translation initiation factor 3subunit E, putative(PVP01_1005600)	257369	259201	1.049531
LT635621	conserved Plasmodium protein, unknown function(PVP01_1005500)	254054	255691	1.093377
LT635621	palmitoyltransferase DHHC7, putative(PVP01_1005400)	247939	250570	0.972415
LT635621	F-actin-capping protein subunit alpha, putative(PVP01_1005300)	244334	246676	1.033336
LT635621	conserved Plasmodium protein, unknown function(PVP01_1005200)	244112	244420	1.097420
LT635621	peptidyl-prolyl cis-trans isomerase, putative(PVP01_1005100)	242428	243039	1.219563
LT635621	nucleolar preribosomal GTPase, putative(PVP01_1005000)	239404	241005	1.074103
LT635621	conserved Plasmodium protein, unknown function(PVP01_1004900)	235405	237357	0.978543
LT635621	conserved Plasmodium protein, unknown function(PVP01_1004800)	232289	234484	1.184592
LT635621	thioredoxin-like protein, putative(PVP01_1004700)	229814	230580	0.940732
LT635621	apicoplast TIC22 protein, putative(PVP01_1004600)	227525	228583	1.255234
LT635621	conserved Plasmodium protein, unknown function(PVP01_1004500)	219072	225258	1.061967
LT635621	cell cycle regulator protein, putative(PVP01_1004400)	215727	217285	1.006142
LT635621	conserved Plasmodium protein, unknown function(PVP01_1004200)	210343	213257	1.063179
LT635621	conserved Plasmodium protein, unknown function(PVP01_1004100)	202612	208104	1.136531
LT635621	RING zinc finger protein, putative(PVP01_1004000)	199642	200977	1.066812
LT635621	conserved Plasmodium protein, unknown function(PVP01_1003900)	195456	195782	1.208695
LT635621	SNARE protein, putative(PVP01_1003800)	191930	192735	1.320135
LT635621	phosphoenolpyruvate/phosphate translocator,putative(PVP01_1003700)	188715	190337	1.281551
LT635621	conserved Plasmodium protein, unknown function(PVP01_1003600)	181821	185986	1.178100
LT635621	conserved Plasmodium protein, unknown function(PVP01_1003500)	176943	181553	1.114100
LT635621	conserved Plasmodium protein, unknown function(PVP01_1003400)	172424	176045	1.141714
LT635621	XAP-5 DNA binding protein, putative(PVP01_1003300)	170941	172333	1.396527
LT635621	conserved Plasmodium protein, unknown function(PVP01_1003200)	166978	170063	1.211944
LT635621	dolichol-phosphate mannosyltransferase subunit3, putative(PVP01_1003100)	166345	166920	1.330617
LT635621	CPW-WPC family protein(PVP01_1003000)	163742	165868	1.179467
LT635621	formin 1, putative(PVP01_1002900)	155388	163217	1.284283
LT635621	conserved Plasmodium protein, unknown function(PVP01_1002800)	151961	153955	1.367752
LT635621	conserved Plasmodium protein, unknown function(PVP01_1002700)	143041	150846	1.264884
LT635621	30S ribosomal protein S16-related, putative(PVP01_1002600)	140989	141630	1.391523
LT635621	conserved Plasmodium protein, unknown function(PVP01_1002500)	138813	140226	1.299429
LT635621	conserved Plasmodium protein, unknown function(PVP01_1002400)	134979	138335	1.332379
LT635621	PIR protein(PVP01_1002300)	120855	122180	1.315044
LT635621	PIR protein(PVP01_1002200)	114392	115737	0.475020
LT635621	PIR protein(PVP01_1002100)	107840	109229	0.922293
LT635621	PIR protein(PVP01_1002000)	101154	102692	0.194630
LT635621	PIR protein(PVP01_1001900)	94210	95603	1.266326
LT635621	PIR protein(PVP01_1001800)	84637	85997	2.003145
LT635621	PIR protein(PVP01_1001700)	79620	80878	1.308467
LT635621	PIR protein(PVP01_1001600)	75969	77287	1.623125
LT635621	PIR protein(PVP01_1001500)	72674	73998	0.587883
LT635621	PIR protein(PVP01_1001400)	67253	68574	1.097869
LT635621	PIR protein(PVP01_1001300)	63472	64716	1.257128
LT635621	PIR protein(PVP01_1001200)	59756	61021	1.757734
LT635621	PIR protein(PVP01_1001100)	56077	57339	0.173372
LT635621	PIR protein(PVP01_1001000)	51212	52318	0.892513
LT635621	PIR protein(PVP01_1000900)	47731	48763	0.000000
LT635621	PIR protein(PVP01_1000800)	39666	40758	0.604177
LT635621	PIR protein(PVP01_1000700)	36096	37344	1.246391
LT635621	PIR protein(PVP01_1000600)	30761	31970	0.064314
LT635621	PIR protein(PVP01_1000500)	21878	23255	1.324248
